id,ground_truth,low_t_generation,accuracy,n_generations,cluster_assignment_entropy,question,p_true,LLM_verdict,DSE_threshold,DSE_b_entropy,category_dse
train::44857,['the National Museum in Kraków'],"Czartoryski Museum, Kraków.",1.0,"['Czartoryski Museum, Kraków.', 'Czartoryski Museum, Kraków.', 'Czartoryski Museum, Kraków.', 'Czartoryski Museum, Kraków', 'Czartoryski Museum, Kraków.', 'Czartoryski Museum, Kraków.', 'Czartoryski Museum, Kraków.', 'Czartoryski Museum, Kraków', 'Czartoryski Museum, Kraków.', 'Czartoryski Museum, Kraków.']",-0.0,where is the lady with an ermine located?,-0.0001530530134914,True,0.32561809404461245,0,correct_high
train::44858,['in the Gospel of Luke'],Matthew 6 and Luke 11.,0.0,"['Matthew 6 and Luke 11.', 'Matthew 6 and Luke 11', 'Matthew 6:9-13 and Luke 11:2', 'Matthew 6 and Luke 11.', 'Matthew 6 and Luke 11.', 'Matthew 6 and Luke 11.', 'Matthew 6 and Luke 11', 'Matthew 6 and Luke 11.', 'Matthew 6 and Luke 11', 'Matthew 6 and Luke 11']",0.3250829733914482,where is the lord’s prayer in the bible?,-0.0006399490521289,True,0.32561809404461245,0,correct_high
train::4486,"['Nina Simone', 'Weldon Irvine']",Nina Simone & Weldon Irvine,1.0,"['Nina Simone & Weldon Irvine', 'Nina Simone & Weldon Irvine', 'Nina Simone & Weldon Irvine', 'Nino & Freddie Perren', 'Nina Simone & Weldon Irvine', 'Nino Jones and Billy Preston', 'Nina Simone & Weldon Irvine', 'Nina Simone & Weldon Irvine', 'Nina Simone & Weldon Irvine', 'Nina Simone & Weldon Irvine']",0.639031859650177,who wrote the song young gifted and black?,-0.0022086531389504,True,0.32561809404461245,1,correct_low
train::44860,['$225 million'],$130 million,1.0,"['$130 million', '$130 million', '$130 million', '$130 million', '$130 million', '$130 million', '$130 million', '$130 million', '$130 million', '$130 million']",-0.0,pirates of the caribbean dead mans chest budget?,-0.078966423869133,False,0.32561809404461245,0,incorrect_high
train::44862,['President'],Chairman of the Joint Chiefs of Staff (C.Q. Brown Jr.),0.0,"['Chairman of the Joint Chiefs of Staff (C.Q. Brown Jr.)', 'Chairman of the Joint Chiefs of Staff (C.Q. Brown Jr.)', 'Chairman of the Joint Chiefs of Staff (currently Charles Q. Brown Jr.)', 'Lloyd Austin', 'Chairman of the Joint Chiefs of Staff (C.Q. Brown Jr.)', 'General Charles Q. Brown Jr.', 'Chairman of the Joint Chiefs of Staff, Charles Q. Brown Jr.', 'Chairman of the Joint Chiefs of Staff (C.Q. Brown Jr.)', 'Chairman of the Joint Chiefs of Staff, Charles Q. Brown Jr.', 'Chairman of the Joint Chiefs of Staff, Charles Q. Brown Jr.']",0.639031859650177,who is the highest ranking military officer today?,-0.011084291152656,False,0.32561809404461245,1,incorrect_low
train::44863,"['Bronze\n19', 'Silver\n30', 'Gold\n15']",64,0.0,"['64', '64', '64', '64', '64', '64', '64', '64', '64', '64']",-0.0,india final medal tally in commonwealth games 2014?,-0.2814208567142486,False,0.32561809404461245,0,incorrect_high
train::44868,['a ruler'],The Emir.,0.0,"['Their traditional ruler.', 'The Emir.', 'The Emir.', 'The Emir.', 'The Emir.', 'The Emir.', 'The Emir.', 'The Emir.', 'The Emir.', 'The Emir.']",0.3250829733914482,who is called the lamido in fulani tribe?,-0.1799061894416809,True,0.32561809404461245,0,correct_high
train::44871,['Alladi Krishnaswamy Iyer'],Dr. Sarvepalli Radhakrishnan,0.0,"['Dr. Sarvepalli Radhakrishnan', 'Dr. Sarvepalli Radhakrishnan', 'Dr. S. Radhakrishnan', 'Dr. S. Radhakrishnan', 'Dr. S. Radhakrishnan', 'Dr. Sarvepalli Radhakrishnan', 'Dr. Sarvepalli Radhakrishnan', 'Dr. Sarvepalli Radhakrishnan', 'Dr. S. Radhakrishnan', 'Dr. S. Radhakrishnan']",0.6931471805599453,who is the first nominated for rajya sabha?,-0.0059792692773044,False,0.32561809404461245,1,incorrect_low
train::44873,['Bob Dylan'],Bob Dylan,1.0,"['Bob Dylan', 'Bob Dylan', 'Bob Dylan', 'Bob Dylan', 'Bob Dylan', 'Bob Dylan', 'Bob Dylan', 'Bob Dylan', 'Bob Dylan', 'Bob Dylan']",-0.0,who wrote make you feel my love song?,-0.0549856647849082,True,0.32561809404461245,0,correct_high
train::44876,['13 October 1983'],1983,1.0,"['1983', '1983', '1983', '1983', '1983', '1983', '1983', '1983', '1983', '1983']",-0.0,when were cell phones made available to the public?,-0.012576438486576,True,0.32561809404461245,0,correct_high
train::44877,['Aloe Blacc'],Avicii,0.0,"['Avicii', 'Avicii', 'Avicii', 'Avicii', 'Avicii', 'Avicii', 'Avicii', 'Avicii', 'Avicii', 'Avicii']",-0.0,who sings the lyrics to wake me up?,-0.1130110323429107,True,0.32561809404461245,0,correct_high
train::44878,['Cree Summer'],Aaron Lohr,0.0,"['Raven-Symoné', 'Aaron Lohr', 'Aaron Lohr', 'Raven-Symoné', 'Aaron Lohr & Raven-Symoné', 'Aaron Lohr', 'Aaron Loyd', 'Aaron Lohr & Raven-Symoné', 'Aaron Sidford', 'Aaron Lohr']",1.4708084763221112,who sings the all grown up theme song?,-4.387699604034424,False,0.32561809404461245,1,incorrect_low
train::44879,['bicameral legislature'],Unicameral,0.0,"['Unicameral', 'Unicameral.', 'Unicameral.', 'Unicameral', 'Unicameral.', 'Unicameral', 'Unicameral', 'Unicameral', 'Unicameral', 'Unicameral']",-0.0,what type of legislature was the new jersey plan?,-0.0008372138836421,False,0.32561809404461245,0,incorrect_high
train::44881,"['July\xa010,\xa02018']","August 22, 2018",0.0,"['August 22, 2018', 'August 22, 2018', 'August 22, 2018', 'August 22, 2018', 'August 22, 2018', 'August 22, 2018', 'August 22, 2018', 'August 29, 2018', 'August 22, 2018', 'August 22, 2018']",0.3250829733914482,the 100 season 5 episode 9 air date?,-0.0233301166445016,False,0.32561809404461245,0,incorrect_high
train::44882,"[""You're My Home""]","Season 11, Episode 21 (""How to Save a Life",0.0,"['Season 11, Episode 21', 'Season 11, Episode 21 (""How to Save a Life', 'Season 11, Episode 21 (""How to Save a Life', 'Season 11, Episode 21 (""How to Save a Life', 'Season 11, Episode 21', 'Season 11, Episode 21 (""How to Save a Life', 'Season 11, Episode 21 (""How to Save a Life', 'Season 11, Episode 21 (""How to Save a Life', 'Season 11, Episode 21', 'Season 11, Episode 21 (""How to Save a Life']",0.6108643020548935,which episode of grey's anatomy does derek die?,-0.0052649416029453,True,0.32561809404461245,1,correct_low
train::44884,['15 kilotons'],Approximately 15 kilotons of TNT.,1.0,"['Approximately 15 kilotons of TNT.', '15 kilotons of TNT', '15 kilotons of TNT', 'Approximately 15 kilotons of TNT.', 'Approximately 15 kilotons of TNT.', 'Approximately 15 kilotons of TNT.', '15 kilotons of TNT', 'Approximately 15 kilotons of TNT.', '15 kilotons of TNT', '15 kilotons of TNT']",-0.0,how much energy was released by the hiroshima bomb?,-0.0036286956164985,True,0.32561809404461245,0,correct_high
train::44885,['Fort Macomb'],Carcosa.,0.0,"['Carcosa.', 'Carcosa.', 'Carcosa.', 'Carcosa.', 'Carcosa.', 'Carcosa.', 'Carcosa.', 'Carcosa.', 'Carcosa.', 'Carcosa.']",-0.0,what was the building at the end of true detective?,-0.0022186443675309,False,0.32561809404461245,0,incorrect_high
train::44889,['Eagle Scout'],Eagle Scout,1.0,"['Eagle Scout', 'Eagle Scout', 'Eagle Scout', 'Eagle Scout', 'Eagle Scout', 'Eagle Scout', 'Eagle Scout', 'Eagle Scout', 'Eagle Scout', 'Eagle Scout']",-0.0,what is the highest level in boy scouts?,-0.0006538875168189,True,0.32561809404461245,0,correct_high
train::4489,['Susan Stewart'],Miley Stewart,1.0,"['Miley Stewart', 'Miley Stewart', 'Miley Stewart', 'Miley Stewart', 'Miley Stewart', 'Miley Stewart', 'Miley Stewart', 'Miley Stewart', 'Miley Stewart', 'Miley Stewart']",-0.0,what was hannah montana's name on the show?,-0.0015280486550182,True,0.32561809404461245,0,correct_high
train::44892,"['Arkansas National Guard', '101st Airborne Division']",The 101st Airborne Division,1.0,"['The 101st Airborne Division', 'The 101st Airborne Division', 'The 101st Airborne Division.', 'The 101st Airborne Division.', 'The 101st Airborne Division.', 'The 101st Airborne Division', 'The 101st Airborne Division', 'The 101st Airborne Division', 'The 101st Airborne Division', 'The 101st Airborne Division']",-0.0,who escorted the little rock nine to school?,-0.0004561099049169,True,0.32561809404461245,0,correct_high
train::44894,"['Cooperstown, New York']","Cooperstown, New York.",1.0,"['Cooperstown, New York.', 'Cooperstown, New York.', 'Cooperstown, New York', 'Cooperstown, New York.', 'Cooperstown, New York.', 'Cooperstown, New York.', 'Cooperstown, New York.', 'Cooperstown, New York', 'Cooperstown, New York.', 'Cooperstown, New York.']",-0.0,where is the national baseball hall of fame?,-7.676783570786938e-05,True,0.32561809404461245,0,correct_high
train::44896,['Kelsea Ballerini'],Kelsea Ballerini,1.0,"['Kelsea Ballerini', 'Kelsea Ballerini', 'Kelsea Ballerini', 'Kelsea Ballerini', 'Kelsea Ballerini', 'Kelsea Ballerini', 'Kelsea Ballerini', 'Kelsea Ballerini', 'Kelsea Ballerini', 'Kelsea Ballerini']",-0.0,who sings love me like you mean it?,-0.0182199645787477,True,0.32561809404461245,0,correct_high
train::44897,['July 1862'],1890,0.0,"['1890', '1890', '1890', '1890', '1890', '1890', '1890', '1890', '1890', '1890']",-0.0,when was polygamy made illegal in the united states?,-0.6327913999557495,False,0.32561809404461245,0,incorrect_high
train::44898,['U2'],Bono,0.0,"['Bono', 'Bono', 'Bono', 'Bono', 'Bono', 'Bono', 'U2', 'Bono', 'Bono', 'Bono']",0.3250829733914482,who wrote i still haven't found what i'm looking for?,-0.0161014478653669,True,0.32561809404461245,0,correct_high
train::44899,"['""Thru and Thru""']","""Living on a Prayer"" by Bon Jovi.",0.0,"['""Glory Days"" by Bruce Springsteen.', '""Living on a Prayer"" by Bon Jovi.', '""Living on a Prayer"" by Bon Jovi.', '""Glory Days"" by Bruce Springsteen.', '""Living on a Prayer"" by Bon Jovi.', '""Living on a Prayer"" by Bon Jovi', '""Living on a Prayer"" by Bon Jovi', '""Don\'t Stop Believin\'"" by Journey.', '""Glory Days"" by Bruce Springsteen.', '""Living on a Prayer"" by Bon Jovi.']",0.8979457248567797,song at the end of sopranos season 2?,-1.053891897201538,False,0.32561809404461245,1,incorrect_low
train::4490,['second'],second,1.0,"['second', 'second', 'second', 'second', 'second', 'second', 'second', 'second', 'second', 'second']",-0.0,venus is the blank planet from the sun?,-0.0017241863533854,True,0.32561809404461245,0,correct_high
train::44900,['1994'],1979,0.0,"['1979', '1979', '1979', '1979', '1979', '1979', '1979', '1979', '1979', '1979']",-0.0,when was hershey's cookies and cream made?,-0.1003438532352447,False,0.32561809404461245,0,incorrect_high
train::44903,['Dave Davies'],Jimmy Page,0.0,"['Jimmy Page', 'Jimmy Page', 'Jimmy Page', 'Jimmy Page', 'Jimmy Page', 'Jimmy Page', 'Jimmy Page', 'Jimmy Page', 'Jimmy Page', 'Dave Davies']",0.3250829733914482,who played guitar on you really got me?,-3.1681997776031494,False,0.32561809404461245,0,incorrect_high
train::44907,"['November\xa024,\xa02017']",2017,1.0,"['2017', '2017', '2017', '2017', '2017', '2017', '2017', '2017', '2017', '2017']",-0.0,when was call me by your name made?,-0.00467529008165,True,0.32561809404461245,0,correct_high
train::44908,['Malchus'],Malchus,1.0,"['Malchus', 'Malchus', 'Malchus', 'Malchus', 'Malchus', 'Malchus', 'Malchus', 'Malchus', 'Malchus', 'Malchus']",-0.0,who got their ear cut off in the bible?,-0.0017318025929853,True,0.32561809404461245,0,correct_high
train::44909,['Jess Walton'],Jess Walton,1.0,"['Jess Walton', 'Jess Walton', 'Jess Walton', 'Jess Walton', 'Jess Walton', 'Jess Walton', 'Jess Walton', 'Jess Walton', 'Jess Walton', 'Jess Walton']",-0.0,who plays jill on young and the restless?,-0.0700549408793449,True,0.32561809404461245,0,correct_high
train::44910,['the churches of Galatia'],The churches in Galatia.,1.0,"['The churches in Galatia.', 'The churches in Galatia.', 'The churches in Galatia.', 'The churches in Galatia.', 'The churches in Galatia.', 'The churches in Galatia.', 'The churches in Galatia.', 'The churches in Galatia.', 'The churches in Galatia.', 'The churches in Galatia.']",-0.0,who is the book of galatians addressed to?,-0.0003154972218908,True,0.32561809404461245,0,correct_high
train::44911,['Test Track'],TRON Lightcycle / Run,0.0,"['TRON Lightcycle / Run', 'TRON Lightcycle / Run', 'TRON Lightcycle / Run', 'TRON Lightcycle / Run', 'TRON Lightcycle / Run', 'TRON Lightcycle / Run', 'TRON Lightcycle / Run', 'TRON Lightcycle / Run', 'TRON Lightcycle / Run', 'TRON Lightcycle / Run']",-0.0,what is the fastest ride at walt disney world?,-0.0052769184112548,False,0.32561809404461245,0,incorrect_high
train::44915,['13'],"""Sea Monsters""",0.0,"['""Sea Monkeys""', '""Sea Monkeys""', '""Sea Monsters""', '""Sea Monkeys""', '""Sea Date""', '""Sea Monkeys""', '""Sea Date""', '""Sea Monkeys""', '""Sea Monsters""', '""Sea Monsters""']",1.0296530140645737,what episode of suite life on deck is maddie in?,-3.895754814147949,False,0.32561809404461245,1,incorrect_low
train::44916,"['November 24, 1992']",1946,0.0,"['1946', '1898-1901', '1946', '1946', '1946', '1946', '1946', ""1898-1902 (though full independence wasn'"", '1898-1902', '1946']",0.8018185525433372,when did the us pullout of the philippines?,-0.0431062169373035,False,0.32561809404461245,1,incorrect_low
train::44917,['2013'],2014,0.0,"['2014', '2014', '2014', '2014', '2014', '2014', '2014', '2014', '2014', '2014']",-0.0,when is the last time the seahawks won a superbowl?,-0.0036537572741508,True,0.32561809404461245,0,correct_high
train::44919,"['""Pray""', '""Relight My Fire""', '""Babe""']","""Pray"" and ""Relentless""",1.0,"['""Pray"" and ""Relentless""', '""Pray"" and ""Relentless""', '""Pray"" and ""Relentless""', '""Pray"" and ""Relentless""', '""Pray"" and ""Relentless""', '""Pray"" and ""Relentless""', '""Pray"" and ""Relentless""', '""Pray"" and ""Relentless""', '""Pray"" and ""Relentless""', '""Pray"" and ""Relentless""']",-0.0,what hits did take that have in 1993?,-0.1003404036164283,True,0.32561809404461245,0,correct_high
train::4492,['Unicorn'],Purple horseshoes.,0.0,"['Blue raspberry flavored unicorns.', 'Purple horseshoes.', 'Blue raspberry flavored unicorns.', 'Purple magical unicorns.', 'Magic Unicorn Marshmallows', 'Blue raspberry flavored unicorns.', 'Purple Galaxy Marshmallows.', 'Magic Unicorn Marshmallows', 'Blue raspberry flavored unicorns.', 'Purple horseshoes.']",1.4708084763221112,what are the new marshmallows in lucky charms?,-4.634964466094971,False,0.32561809404461245,1,incorrect_low
train::44920,['atrial depolarization'],Atrial depolarization.,1.0,"['Atrial depolarization.', 'Atrial depolarization.', 'Atrial depolarization.', 'Atrial depolarization.', 'Atrial depolarization.', 'Atrial depolarization.', 'Atrial depolarization.', 'Atrial depolarization.', 'Atrial depolarization.', 'atrial depolarization.']",-0.0,the p-wave phase of an electrocardiogram (ecg) represents?,-0.0010495636379346,True,0.32561809404461245,0,correct_high
train::44924,['the entry point'],Within a source file (.c or .cpp),0.0,"['Anywhere after the include statements.', 'Anywhere after the `#include` directives.', 'Anywhere after the include statements.', 'Within a source file (.c or .cpp)', 'Typically, in a source file (e.g., .c or .', 'Typically, in a file named a .cpp or .c file.', 'A source file.', 'A source file.', 'Typically, in a source file (e.g., .c or .', 'Within a source file (.c or .cpp)']",1.2206072645530175,where is the main() function located in a c or c++ program?,-0.0011844770051538,False,0.32561809404461245,1,incorrect_low
train::44925,['1858'],1858 (with the Government of India Act),0.0,"['1858 (with the Government of India Act)', '1858 (with the Government of India Act)', '1858 (following the Sepoy Mutiny in India)', '1707', '1858 (following the Sepoy Mutiny/Indian Rebellion of', '1858 (with the Government of India Act)', '1707', '1858 (with the Government of India Act)', '1858 (following the Sepoy Mutiny/Indian Rebellion of', '1858 (following the Sepoy Mutiny/Indian Rebellion)']",1.4708084763221114,when did the british government started ruling directly?,-0.0298111662268638,True,0.32561809404461245,1,correct_low
train::44926,['Ellington Jordan'],Elmer Bernstein & Billy Preston,0.0,"['Elmer Bernstein and Billy Preston.', 'Elmer Bernstein & Billy Preston', 'Elmer Bernstein & Billy Preston', 'Elmer Bernstein & Billy Preston', 'Elmer Bernstein and Billy Preston', 'Elmer Bernstein and Billy Eaton', 'Elmer Bernstein & Billy Eaton', 'Elmer Bernstein & Billy Eaton', 'Elmer Bernstein and Billy Preston.', 'Elmer Bernstein & Billy Preston']",0.6108643020548935,who wrote the song i would rather go blind?,-0.0067611732520163,False,0.32561809404461245,1,incorrect_low
train::44927,['2018'],Currently unknown.,0.0,"['Currently unknown.', 'Currently unknown.', 'Currently unknown.', 'Currently unknown.', 'No confirmed date.', 'Currently unknown.', 'Currently unknown.', 'No confirmed date.', 'Currently unknown.', 'Currently unknown/unconfirmed.']",0.3250829733914482,when is fairy tail final season coming out?,-0.0263604763895273,False,0.32561809404461245,0,incorrect_high
train::44928,['Tracy McConnell'],Tracy McConnell,1.0,"['Tracy McConnell', 'Tracy McConnell', 'Tracy McConnell', 'Tracy McConnell', 'Tracy McConnell', 'Tracy McConnell', 'Tracy McConnell', 'Tracy McConnell', 'Tracy McConnell', 'Tracy McConnell']",-0.0,who turned out to be the mother in how i met your mother?,-0.0098019475117325,True,0.32561809404461245,0,correct_high
train::44929,['Bryan Dattilo'],Bryan Dattilo,1.0,"['Bryan Dattilo', 'Bryan Dattilo', 'Bryan Dattilo', 'Bryan Dattilo', 'Bryan Dattilo', 'Bryan Dattilo', 'Bryan Dattilo', 'Bryan Dattilo', 'Bryan Dattilo', 'Bryan Dattilo']",-0.0,who plays lucas roberts on days of our lives?,-0.0142173953354358,True,0.32561809404461245,0,correct_high
train::4493,['2006'],2022,0.0,"['2022', '2022', '2022', '2022', '2022', '2022', '2022', '2022', '2022', '2022']",-0.0,when was the last time england got through to the quarter finals in world cup?,-0.0621385835111141,False,0.32561809404461245,0,incorrect_high
train::44930,['150'],150,1.0,"['150', '150', '150', '150', '150', '150', '150', '150', '150', '150']",-0.0,how many psalms are there in the old testament?,-0.0003500564198475,True,0.32561809404461245,0,correct_high
train::44931,['service flag'],Vietnam.,0.0,"['Cuba', 'Vietnam.', 'Vietnam.', 'Cuba', 'Cuba.', 'Vietnam.', 'Vietnam', 'Vietnam', 'Cuba.', 'Vietnam.']",0.6730116670092565,white flag with red border and blue star in middle?,-3.651447772979736,False,0.32561809404461245,1,incorrect_low
train::44932,['Salzburg'],Austria,0.0,"['Austria', 'Austria', 'Austria', 'Austria.', 'Austria', 'Austria', 'Austria', 'Austria', 'Austria', 'Austria']",-0.0,where do they live in the sound of music?,-0.0059975180774927,True,0.32561809404461245,0,correct_high
train::44933,['Donald Trump'],The U.S. Virgin Islands does not have a president; it has,0.0,"['The U.S. Virgin Islands do not have a president; they have', 'The U.S. Virgin Islands is a territory of the United States and', 'The U.S. Virgin Islands do not have a president; they have', 'The U.S. Virgin Islands does not have a president; it has', 'The US Virgin Islands is a U.S. territory and has a **', 'The U.S. Virgin Islands does not have a president; it has', 'The U.S. Virgin Islands is a territory of the United States and', 'The U.S. Virgin Islands do not have a president; they have', 'The U.S. Virgin Islands is not led by a president, but', 'The U.S. Virgin Islands do not have a president; they have']",1.0888999753452235,who is the president of st thomas virgin islands?,-0.0046470505185425,False,0.32561809404461245,1,incorrect_low
train::44936,['United Nations'],The United States.,1.0,"['The United States.', 'The United States.', 'The United States.', 'The United States.', 'The United States.', 'The United States.', 'The United States.', 'The United States.', 'The United States.', 'The United States.']",-0.0,who owns the property the un sits on?,-0.2015585452318191,False,0.32561809404461245,0,incorrect_high
train::44937,['Majel Barrett-Roddenberry'],Majel Barrett,1.0,"['Majel Barrett', 'Majel Barrett', 'Majel Barrett', 'Majel Barrett', 'Majel Barrett', 'Majel Barrett', 'Majel Barrett (and later, her digital voice)', 'Majel Barrett', 'Majel Barrett', 'Majel Barrett (and later, her digital voice)']",0.5004024235381879,who does the voice of the computer in star trek?,-0.0019625229761004,True,0.32561809404461245,1,correct_low
train::4494,"['B.J. Britt', 'Richard Brooks']",Omari Hardwick,0.0,"['Omari Hardwick', 'Omari Hardwick', 'Omari Hardwick', 'Omari Hardwick', 'Omari Hardwick', 'Michael Ealy', 'Omari Hardwick', 'Omari Hardwick', 'Omari Hardwick', 'Omari Hardwick']",0.3250829733914482,who plays the brother on being mary jane?,-0.0206236466765403,False,0.32561809404461245,0,incorrect_high
train::44940,['Stefano Rossi'],David Yates,0.0,"['David Yates', 'David Yates', 'David Yates', 'David Yates', 'David Yates', 'David Yates', 'David Yates', 'David Yates', 'David Yates', 'David Yates']",-0.0,who plays voldemort in origins of the heir?,-6.252365112304688,False,0.32561809404461245,0,incorrect_high
train::44943,"['October\xa013,\xa02017']","October 6, 2017",1.0,"['October 6, 2017', 'October 6, 2017', 'October 6, 2017', 'October 6, 2017', 'October 6, 2017', 'October 6, 2017', 'October 6, 2017', 'October 6, 2017', 'October 6, 2017', 'October 6, 2017']",-0.0,when is once upon a time season 7 episode 2?,-0.0098430272191762,False,0.32561809404461245,0,incorrect_high
train::44946,['manual transmission'],42RLE,0.0,"['42RLE', '42RLE', '42RLE', '42RLE', '42RLE', '42RLE', '42RLE', '42RLE', '42RLE', '42RLE']",-0.0,what transmission is in a 2003 jeep liberty?,-0.0017290655523538,False,0.32561809404461245,0,incorrect_high
train::44947,['microfilaments'],microfilament,0.0,"['microfilament', 'microfilament', 'microfilament', 'microfilament', 'microfilament', 'microfilament', 'microfilament', 'microfilament', 'microfilament', 'microfilament']",-0.0,the protein actin is a component of a?,-0.0015235256869345,True,0.32561809404461245,0,correct_high
train::44948,['2011'],2007,0.0,"['2007', '2007', '2007', '2007', '2007', '2007', '2007', '2007', '2007', '2007']",-0.0,when did childish gambino release his first song?,-0.2814007103443146,False,0.32561809404461245,0,incorrect_high
train::44952,['Britt Robertson'],Britt Robertson,1.0,"['Britt Robertson', 'Britt Robertson', 'Britt Robertson', 'Britt Robertson', 'Britt Robertson', 'Britt Robertson', 'Britt Robertson', 'Britt Robertson', 'Britt Robertson', 'Britt Robertson']",-0.0,who plays cassie blake in the secret circle?,-0.1603582501411438,True,0.32561809404461245,0,correct_high
train::44953,"['strictly just treating the illness', 'body, mind and emotions', 'not neglecting the person']",Safety.,0.0,"['Safety.', 'Safety.', 'Safety.', 'Safety.', 'Safety.', 'Safety.', 'Safety.', 'Safety.', 'Safety.', 'Safety.']",-0.0,what is the priority when the nurse is establishing a therapeutic environment for a client?,-0.0011992413783445,False,0.32561809404461245,0,incorrect_high
train::44955,['John Megna'],John Megna,1.0,"['John Megill', 'John Megna', 'John Megna', 'John Megna', 'John Megna', 'John Megill', 'Jeremy Tate (in the 1962 film) / Dill Harris', 'John Megna', 'John Megna', 'John Megna']",0.8018185525433372,who plays dill in to kill a mockingbird?,-6.127331733703613,True,0.32561809404461245,1,correct_low
train::44957,['19 August 2018'],"July 28, 2023",0.0,"['July 28, 2023', 'July 28, 2023', 'July 28, 2023', 'July 28, 2023', 'July 28, 2023', 'July 28, 2023', 'July 28, 2023', 'July 28, 2023', 'July 28, 2023', 'July 28, 2023']",-0.0,when is season 6 of a place to call home starting?,-0.6327735185623169,False,0.32561809404461245,0,incorrect_high
train::44958,['Ravi Shankar Prasad'],Ravi Shankar Prasad,1.0,"['Ravi Shankar Prasad', 'Ravi Shankar Prasad', 'Ravi Shankar Prasad', 'Ravi Shankar Prasad', 'Ravi Shankar Prasad', 'Ravi Shankar Prasad', 'Ravi Shankar Prasad', 'Ravi Shankar Prasad', 'Ravi Shankar Prasad', 'Ravi Shankar Prasad']",-0.0,who is the law minister of india 2018?,-0.5761198401451111,True,0.32561809404461245,0,correct_high
train::44959,['Cupid'],Cupid,1.0,"['Cupid (or Amor)', 'Cupid', 'Cupid (or Amor)', 'Cupid (or Amor)', 'Cupid', 'Cupid', 'Cupid', 'Cupid', 'Cupid', 'Cupid']",0.6108643020548935,what is the name of roman god of love?,-0.0022128161508589,True,0.32561809404461245,1,correct_low
train::4496,['Kelly Kruger'],Kelly Kruger,1.0,"['Kelly Kruger', 'Kelly Kruger', 'Kelly Kruger', 'Kelly Kruger', 'Kelly Kruger', 'Kelly Kruger', 'Kelly Kruger', 'Kelly Kruger', 'Kelly Kruger', 'Kelly Kruger']",-0.0,who is the actress playing mac on young and the restless?,-0.0700843930244445,True,0.32561809404461245,0,correct_high
train::44960,['cerebral cortex'],Broca's and Wernicke's areas.,0.0,"[""Broca's and Wernicke's areas."", ""Broca's and Wernicke's areas."", 'Broca’s and Wernicke’s areas.', 'Broca’s and Wernicke’s areas.', ""Broca's and Wernicke's areas."", 'Broca’s and Wernicke’s areas.', ""Broca's and Wernicke's areas."", ""Broca's and Wernicke's areas."", ""Broca's and Wernicke's areas."", ""Broca's and Wernicke's areas.""]",-0.0,where does language come from in the brain?,-0.0005038899253122,True,0.32561809404461245,0,correct_high
train::44961,['151'],"Around 24,000.",0.0,"['Around 24,000.', 'Approximately 25,000.', 'Around 24,000.', 'Approximately 25,000.', 'Approximately 25,000.', 'Around 24,000.', 'Approximately 24,000.', 'Approximately 24,000.', 'Approximately 24,000.', 'Around 24,000.']",0.6108643020548935,at present how many courts are functional in india?,-0.4288044571876526,False,0.32561809404461245,1,incorrect_low
train::44962,['Robert Townsend'],Michael Wright,0.0,"['Michael Wright.', 'Michael Wright', 'Michael Wright.', 'Michael Wright.', 'Michael Wright.', 'Michael Wright', 'Michael Wright.', 'Michael Wright.', 'Michael Wright', 'Michael Wright']",-0.0,who played little duck in the five heartbeats?,-0.127119556069374,False,0.32561809404461245,0,incorrect_high
train::44963,['Honey Cone'],The Honey Drippers,1.0,"['Betty Hutton', 'Betty Hutton', 'Betty Everett', 'The Breeders', 'The Honey Drippers.', 'Sparks', 'The Roches.', 'Betty Everett', 'The Honey Drippers.', 'The Honey Drippers']",1.6957425341696346,who sings gonna put it in the want ads?,-4.018518924713135,False,0.32561809404461245,1,incorrect_low
train::44965,['1962'],1962,1.0,"['1962', '1962', '1962', '1962', '1962', '1962', '1962', '1962', '1962', '1962']",-0.0,when was the movie lawrence of arabia made?,-0.0032254834659397,True,0.32561809404461245,0,correct_high
train::44966,['2018'],2022,0.0,"['2022', '2022', '2022', '2022', '2022', '2022', '2022', '2022', '2022', '2022']",-0.0,last time england made the world cup quarter finals?,-0.0701197311282157,False,0.32561809404461245,0,incorrect_high
train::44967,['Remora'],Remoras,0.0,"['Remoras', 'Remoras', 'Remoras', 'Remoras', 'Remoras', 'Remoras.', 'Remoras', 'Remoras', 'Remoras', 'Remoras']",-0.0,what are the little fish that attach themselves to sharks?,-0.0002243267226731,True,0.32561809404461245,0,correct_high
train::44969,['8'],13,0.0,"['13', '13', '13', '13', '13', '13', '13', '13', '13', '13']",-0.0,how many episodes sex and the city season 5?,-0.2813823521137237,False,0.32561809404461245,0,incorrect_high
train::44970,['Alan Browning'],David Warner,0.0,"['David Warner', 'David Warner', 'David Warner', 'David Warner', 'David Warner', 'David Warner', 'David Warner', 'David Warner', 'David Warner', 'David Warner']",-0.0,who played les mallow in when the boat comes in?,-0.2814113199710846,False,0.32561809404461245,0,incorrect_high
train::44971,['Vice President'],The Vice President.,1.0,"['The Vice President.', 'The Vice President.', 'The Vice President.', 'The Vice President.', 'The Vice President.', 'The Vice President.', 'The Vice President.', 'The Vice President.', 'The Vice President.', 'The Vice President.']",-0.0,who is in charge if the president dies?,-0.0001258770935237,True,0.32561809404461245,0,correct_high
